# author: Mathias Hauser (mathias.hauser@env.ethz.ch)
# script: warming_levels.py
# executed: 2021-01-19 18:06:09
# reference years: 1995 to 2014
model, ensemble, exp, warming_level, start_year, end_year
CESM1-CAM5, r1i1p1, rcp26, 0.94, 2034, 2053
CESM1-CAM5, r2i1p1, rcp26, 0.94, 2035, 2054
CESM1-CAM5, r3i1p1, rcp26, 0.94, 2032, 2051
CSIRO-Mk3-6-0, r1i1p1, rcp26, 0.94, 2038, 2057
CSIRO-Mk3-6-0, r2i1p1, rcp26, 0.94, 2037, 2056
CSIRO-Mk3-6-0, r3i1p1, rcp26, 0.94, 2038, 2057
CSIRO-Mk3-6-0, r4i1p1, rcp26, 0.94, 2039, 2058
CSIRO-Mk3-6-0, r5i1p1, rcp26, 0.94, 2032, 2051
CSIRO-Mk3-6-0, r6i1p1, rcp26, 0.94, 2034, 2053
CSIRO-Mk3-6-0, r7i1p1, rcp26, 0.94, 2064, 2083
CSIRO-Mk3-6-0, r8i1p1, rcp26, 0.94, 2055, 2074
CSIRO-Mk3-6-0, r9i1p1, rcp26, 0.94, 2035, 2054
CSIRO-Mk3-6-0, r10i1p1, rcp26, 0.94, 2035, 2054
CanESM2, r1i1p1, rcp26, 0.94, 2028, 2047
CanESM2, r2i1p1, rcp26, 0.94, 2023, 2042
CanESM2, r3i1p1, rcp26, 0.94, 2026, 2045
CanESM2, r4i1p1, rcp26, 0.94, 2022, 2041
CanESM2, r5i1p1, rcp26, 0.94, 2027, 2046
GFDL-CM3, r1i1p1, rcp26, 0.94, 2028, 2047
HadGEM2-ES, r1i1p1, rcp26, 0.94, 2027, 2046
HadGEM2-ES, r2i1p1, rcp26, 0.94, 2023, 2042
HadGEM2-ES, r3i1p1, rcp26, 0.94, 2029, 2048
HadGEM2-ES, r4i1p1, rcp26, 0.94, 2031, 2050
IPSL-CM5A-LR, r1i1p1, rcp26, 0.94, 2060, 2079
IPSL-CM5A-LR, r3i1p1, rcp26, 0.94, 2038, 2057
IPSL-CM5A-LR, r4i1p1, rcp26, 0.94, 2039, 2058
ACCESS1-0, r1i1p1, rcp45, 0.94, 2034, 2053
ACCESS1-3, r1i1p1, rcp45, 0.94, 2032, 2051
BNU-ESM, r1i1p1, rcp45, 0.94, 2029, 2048
CCSM4, r1i1p1, rcp45, 0.94, 2042, 2061
CCSM4, r2i1p1, rcp45, 0.94, 2041, 2060
CCSM4, r3i1p1, rcp45, 0.94, 2040, 2059
CCSM4, r4i1p1, rcp45, 0.94, 2041, 2060
CCSM4, r5i1p1, rcp45, 0.94, 2041, 2060
CCSM4, r6i1p1, rcp45, 0.94, 2036, 2055
CESM1-BGC, r1i1p1, rcp45, 0.94, 2040, 2059
CESM1-CAM5, r1i1p1, rcp45, 0.94, 2027, 2046
