# author: Mathias Hauser (mathias.hauser@env.ethz.ch)
# script: warming_levels.py
# executed: 2025-11-07 09:31:15
# reference years: 1850 to 1900
model, ensemble, exp, warming_level, start_year, end_year
CAMS-CSM1-0, r1i1p1f1, ssp119, 1.0, 2017, 2036
CNRM-ESM2-1, r1i1p1f2, ssp119, 1.0, 2007, 2026
CanESM5-1, r1i1p1f1, ssp119, 1.0, 1988, 2007
CanESM5, r1i1p1f1, ssp119, 1.0, 1990, 2009
EC-Earth3-Veg-LR, r1i1p1f1, ssp119, 1.0, 1997, 2016
EC-Earth3-Veg, r1i1p1f1, ssp119, 1.0, 1984, 2003
EC-Earth3, r4i1p1f1, ssp119, 1.0, 1985, 2004
FGOALS-g3, r1i1p1f1, ssp119, 1.0, 1997, 2016
GFDL-ESM4, r1i1p1f1, ssp119, 1.0, 2011, 2030
GISS-E2-1-G, r1i1p1f2, ssp119, 1.0, 2008, 2027
GISS-E2-1-H, r1i1p1f2, ssp119, 1.0, 2003, 2022
IPSL-CM6A-LR, r1i1p1f1, ssp119, 1.0, 1993, 2012
MIROC6, r1i1p1f1, ssp119, 1.0, 2016, 2035
MIROC-ES2L, r1i1p1f2, ssp119, 1.0, 2012, 2031
MPI-ESM1-2-LR, r1i1p1f1, ssp119, 1.0, 2003, 2022
MRI-ESM2-0, r1i1p1f1, ssp119, 1.0, 2005, 2024
UKESM1-0-LL, r1i1p1f2, ssp119, 1.0, 2004, 2023
ACCESS-CM2, r1i1p1f1, ssp126, 1.0, 2006, 2025
ACCESS-ESM1-5, r1i1p1f1, ssp126, 1.0, 2004, 2023
AWI-CM-1-1-MR, r1i1p1f1, ssp126, 1.0, 1993, 2012
AWI-ESM-1-REcoM, r1i1p1f1, ssp126, 1.0, 1992, 2011
BCC-CSM2-MR, r1i1p1f1, ssp126, 1.0, 2009, 2028
CAMS-CSM1-0, r1i1p1f1, ssp126, 1.0, 2017, 2036
CAS-ESM2-0, r1i1p1f1, ssp126, 1.0, 2012, 2031
CESM2-WACCM, r1i1p1f1, ssp126, 1.0, 1997, 2016
CESM2, r1i1p1f1, ssp126, 1.0, 2000, 2019
CIESM, r1i1p1f1, ssp126, 1.0, 1986, 2005
CMCC-CM2-SR5, r1i1p1f1, ssp126, 1.0, 1993, 2012
CMCC-ESM2, r1i1p1f1, ssp126, 1.0, 1994, 2013
CNRM-CM6-1-HR, r1i1p1f2, ssp126, 1.0, 1994, 2013
CNRM-CM6-1, r1i1p1f2, ssp126, 1.0, 2003, 2022
CNRM-ESM2-1, r1i1p1f2, ssp126, 1.0, 2006, 2025
CanESM5-1, r1i1p1f1, ssp126, 1.0, 1988, 2007
CanESM5-CanOE, r1i1p2f1, ssp126, 1.0, 1986, 2005
CanESM5, r1i1p1f1, ssp126, 1.0, 1990, 2009
